53 14 1;0.0809,0.613,-5.351
14 1;0.1106,0.553,-5.056
61 57 1;0.0340,0.800,-4.845
60 0;0.1915,0.738,-4.093
1 1;0.3064,0.791,-57.129
64 0;0.1447,0.944,-13.211
49 0;0.0894,0.840,-4.528
15 0;0.4000,0.718,-8.093
57 61 34 1;0.0298,0.875,-5.171
17 1;0.0596,0.609,-4.006
42 1;0.0766,0.692,-7.225
57 61 1;0.0340,0.800,-4.845
24 1;0.2213,0.515,-8.276
2 78 0;0.1362,0.941,-12.165
0 0;0.5277,0.873,-54.379
37 1;0.1106,0.788,-14.742
46 1;0.1447,0.507,-4.578
78 0;0.1447,0.919,-11.476
19 46 1;0.1021,0.558,-4.845
19 61 46 1;0.0340,1.000,-7.878
63 1;0.0340,0.889,-6.068
31 2 0;0.1106,0.812,-4.601
2 26 0;0.2213,0.812,-9.274
21 1;0.0638,0.577,-3.600
14 21 1;0.0340,0.889,-6.068
14 1;0.1106,0.553,-5.056
39 21 1;0.0255,0.857,-4.296
2 15 0;0.3617,0.739,-8.972
61 46 1;0.0383,0.818,-5.667
60 2 0;0.1872,0.746,-4.349
6 70 51 0;0.0511,1.000,-5.976
62 1;0.0681,0.800,-9.304
26 0;0.2383,0.800,-9.171
76 59 1;0.0340,0.889,-6.068
70 60 51 0;0.0766,0.900,-5.495
70 60 0;0.1574,0.787,-5.313
51 30 0;0.0766,0.818,-3.462
60 0;0.1915,0.738,-4.093
70 51 0;0.2170,0.718,-3.719
46 19 1;0.1021,0.558,-4.845
46 19 61 1;0.0340,1.000,-7.878
72 1;0.0468,0.846,-7.381
70 76 1;0.0723,0.654,-5.847
63 1;0.0340,0.889,-6.068
10 70 76 1;0.0298,1.000,-6.867
6 70 0;0.0766,0.818,-3.462
37 1;0.1106,0.788,-14.742
6 19 51 0;0.0553,1.000,-6.493
46 1;0.1447,0.507,-4.578
10 76 1;0.0340,0.889,-6.068
46 61 1;0.0383,0.818,-5.667
24 4 1;0.2085,0.538,-9.344
55 0;0.1191,0.903,-8.601
28 4 1;0.1447,0.576,-7.788
76 1;0.0851,0.606,-5.416
19 4 65 0;0.1617,0.844,-8.253
4 65 0;0.2170,0.797,-8.030
61 19 4 34 1;0.0340,0.800,-4.845
4 47 34 1;0.0809,0.576,-4.373
61 20 4 1;0.0255,1.000,-5.864
19 41 0;0.0766,0.900,-5.495
19 35 0;0.1574,0.725,-3.015
20 4 34 1;0.1021,0.545,-4.443
28 1;0.1532,0.554,-7.133
4 41 0;0.0894,0.875,-5.550
4 47 1;0.0979,0.511,-3.289
76 47 1;0.0383,0.818,-5.667
61 4 34 1;0.0426,0.714,-4.574
61 20 1;0.0298,0.875,-5.171
1 1;0.3064,0.791,-57.129
78 70 0;0.1319,0.969,-13.671
62 1;0.0681,0.800,-9.304
70 45 0;0.1787,0.840,-8.907
65 19 0;0.1617,0.826,-7.289
48 0;0.1957,0.821,-8.635
65 0;0.2170,0.785,-7.256
21 14 1;0.0340,0.889,-6.068
70 19 42 1;0.0468,0.917,-8.862
57 47 1;0.0340,0.889,-6.068
70 20 19 43 1;0.0170,1.000,-3.881
47 14 1;0.0383,0.900,-6.983
78 0;0.1447,0.919,-11.476
47 21 1;0.0255,1.000,-5.864
45 0;0.2043,0.800,-7.696
63 1;0.0340,0.889,-6.068
42 1;0.0766,0.692,-7.225
12 1;0.0936,0.595,-5.567
20 1;0.1277,0.492,-3.479
70 19 43 1;0.0213,0.833,-3.445
21 39 1;0.0255,0.857,-4.296
40 2 71 0;0.0809,1.000,-9.660
62 1;0.0681,0.800,-9.304
26 2 0;0.2213,0.812,-9.274
53 20 71 1;0.0681,0.667,-5.836
54 0;0.1064,0.833,-5.093
40 2 0;0.1234,0.879,-7.752
15 71 0;0.2851,0.770,-8.833
15 2 0;0.3617,0.739,-8.972
12 1;0.0936,0.595,-5.567
37 1;0.1106,0.788,-14.742
15 2 71 0;0.2553,0.822,-11.799
63 1;0.0340,0.889,-6.068
26 0;0.2383,0.800,-9.171
20 71 1;0.1064,0.543,-4.550
17 1;0.0596,0.609,-4.006
15 0;0.4000,0.718,-8.093
6 39 0;0.0426,0.909,-3.342
6 71 0;0.0894,0.778,-2.997
20 1;0.1277,0.492,-3.479
1 1;0.3064,0.791,-57.129
45 0;0.2043,0.800,-7.696
26 0;0.2383,0.800,-9.171
60 0;0.1915,0.738,-4.093
19 4 65 0;0.1617,0.844,-8.253
48 0;0.1957,0.821,-8.635
48 4 0;0.1830,0.843,-9.331
4 65 0;0.2170,0.797,-8.030
63 1;0.0340,0.889,-6.068
24 4 1;0.2085,0.538,-9.344
39 21 1;0.0255,0.857,-4.296
8 21 1;0.0255,0.857,-4.296
4 28 1;0.1447,0.576,-7.788
4 12 1;0.0936,0.611,-6.085
4 8 1;0.1617,0.463,-3.136
24 1;0.2213,0.515,-8.276
6 51 70 0;0.0511,1.000,-5.976
62 1;0.0681,0.800,-9.304
64 0;0.1447,0.944,-13.211
54 0;0.1064,0.833,-5.093
30 51 0;0.0766,0.818,-3.462
42 1;0.0766,0.692,-7.225
51 70 2 0;0.2170,0.729,-4.194
42 70 1;0.0638,0.750,-7.462
21 51 8 1;0.0213,1.000,-4.869
30 21 70 1;0.0170,1.000,-3.881
6 51 0;0.0638,0.882,-4.237
21 1;0.0638,0.577,-3.600
21 8 1;0.0255,0.857,-4.296
6 70 0;0.0766,0.818,-3.462
1 1;0.3064,0.791,-57.129
0 0;0.5277,0.873,-54.379
44 50 80 70 1;0.0213,1.000,-4.869
49 70 0;0.0681,0.941,-6.037
51 70 0;0.2170,0.718,-3.719
71 57 80 0;0.0468,0.917,-3.773
48 51 0;0.1106,0.963,-11.003
57 61 1;0.0340,0.800,-4.845
72 1;0.0468,0.846,-7.381
63 1;0.0340,0.889,-6.068
48 0;0.1957,0.821,-8.635
37 1;0.1106,0.788,-14.742
39 21 1;0.0255,0.857,-4.296
57 80 51 0;0.0340,1.000,-3.939
56 0;0.1617,0.826,-7.289
71 80 51 0;0.0851,0.833,-4.163
17 1;0.0596,0.609,-4.006
49 0;0.0894,0.840,-4.528
1 1;0.3064,0.791,-57.129
2 78 0;0.1362,0.941,-12.165
2 26 0;0.2213,0.812,-9.274
2 15 0;0.3617,0.739,-8.972
2 65 0;0.2170,0.797,-8.030
2 48 0;0.1872,0.846,-9.762
78 0;0.1447,0.919,-11.476
26 0;0.2383,0.800,-9.171
37 1;0.1106,0.788,-14.742
15 0;0.4000,0.718,-8.093
34 12 1;0.0851,0.645,-6.554
53 20 1;0.0723,0.586,-4.211
34 21 53 1;0.0383,0.750,-4.669
48 0;0.1957,0.821,-8.635
78 0;0.1447,0.919,-11.476
0 0;0.5277,0.873,-54.379
34 62 1;0.0596,0.875,-10.095
53 20 71 1;0.0681,0.667,-5.836
46 8 1;0.0936,0.595,-5.567
37 1;0.1106,0.788,-14.742
42 1;0.0766,0.692,-7.225
43 71 1;0.0298,0.700,-3.225
54 0;0.1064,0.833,-5.093
15 0;0.4000,0.718,-8.093
17 1;0.0596,0.609,-4.006
8 21 1;0.0255,0.857,-4.296
46 1;0.1447,0.507,-4.578
34 20 71 1;0.0936,0.579,-5.089
62 1;0.0681,0.800,-9.304
53 34 21 1;0.0383,0.750,-4.669
71 15 0;0.2851,0.770,-8.833
45 0;0.2043,0.800,-7.696
34 20 1;0.1106,0.531,-4.289
46 20 1;0.0723,0.630,-5.244
78 0;0.1447,0.919,-11.476
0 0;0.5277,0.873,-54.379
37 1;0.1106,0.788,-14.742
40 0;0.1234,0.829,-5.675
61 1;0.0511,0.667,-4.515
26 0;0.2383,0.800,-9.171
48 0;0.1957,0.821,-8.635
45 0;0.2043,0.800,-7.696
15 0;0.4000,0.718,-8.093
47 52 71 1;0.0170,1.000,-3.881
55 0;0.1191,0.903,-8.601
1 1;0.3064,0.791,-57.129
22 71 0;0.1872,0.759,-4.924
22 0;0.2596,0.709,-3.989
45 0;0.2043,0.800,-7.696
41 0;0.0979,0.852,-5.285
47 57 1;0.0340,0.889,-6.068
37 1;0.1106,0.788,-14.742
24 1;0.2213,0.515,-8.276
0 0;0.5277,0.873,-54.379
28 1;0.1532,0.554,-7.133
77 34 46 0;0.0298,1.000,-3.437
48 51 0;0.1106,0.963,-11.003
46 19 1;0.1021,0.558,-4.845
21 1;0.0638,0.577,-3.600
43 46 19 1;0.0255,1.000,-5.864
60 0;0.1915,0.738,-4.093
46 1;0.1447,0.507,-4.578
48 0;0.1957,0.821,-8.635
39 21 1;0.0255,0.857,-4.296
77 34 0;0.0851,0.800,-3.364
15 0;0.4000,0.718,-8.093
64 0;0.1447,0.944,-13.211
0 0;0.5277,0.873,-54.379
20 8 59 1;0.0298,0.875,-5.171
59 76 1;0.0340,0.889,-6.068
71 2 31 0;0.0723,0.944,-6.510
2 65 0;0.2170,0.797,-8.030
71 65 51 0;0.0723,1.000,-8.591
35 51 46 1;0.0213,1.000,-4.869
2 69 46 1;0.0298,0.875,-5.171
12 34 1;0.0851,0.645,-6.554
44 76 1;0.0638,0.833,-9.629
17 1;0.0596,0.609,-4.006
20 69 8 1;0.0213,1.000,-4.869
20 44 46 1;0.0426,0.769,-5.437
12 46 8 1;0.0383,0.818,-5.667
71 43 1;0.0298,0.700,-3.225
46 8 1;0.0936,0.595,-5.567
46 1;0.1447,0.507,-4.578
2 8 34 1;0.1277,0.492,-3.479
71 20 34 1;0.0936,0.579,-5.089
76 1;0.0851,0.606,-5.416
8 59 34 1;0.0340,0.800,-4.845
2 44 8 34 1;0.0681,0.571,-3.682
20 46 1;0.0723,0.630,-5.244
44 69 46 1;0.0255,1.000,-5.864
45 0;0.2043,0.800,-7.696
20 44 59 1;0.0383,0.818,-5.667
2 31 0;0.1106,0.812,-4.601
49 0;0.0894,0.840,-4.528
64 0;0.1447,0.944,-13.211
37 1;0.1106,0.788,-14.742
55 0;0.1191,0.903,-8.601
76 1;0.0851,0.606,-5.416
78 0;0.1447,0.919,-11.476
40 0;0.1234,0.829,-5.675
51 48 0;0.1106,0.963,-11.003
65 0;0.2170,0.785,-7.256
48 0;0.1957,0.821,-8.635
20 1;0.1277,0.492,-3.479
61 20 1;0.0298,0.875,-5.171
10 76 1;0.0340,0.889,-6.068
30 51 0;0.0766,0.818,-3.462
14 1;0.1106,0.553,-5.056
14 76 1;0.0383,0.818,-5.667
61 1;0.0511,0.667,-4.515
4 47 1;0.0979,0.511,-3.289
64 0;0.1447,0.944,-13.211
4 62 1;0.0681,0.842,-10.527
55 0;0.1191,0.903,-8.601
46 20 1;0.0723,0.630,-5.244
15 0;0.4000,0.718,-8.093
19 46 4 1;0.0979,0.622,-6.705
42 19 4 1;0.0511,0.857,-8.268
12 4 1;0.0936,0.611,-6.085
4 20 1;0.1149,0.509,-3.730
63 1;0.0340,0.889,-6.068
4 37 1;0.1064,0.806,-14.991
19 46 4 20 1;0.0553,0.765,-6.833
19 43 46 1;0.0255,1.000,-5.864
42 4 1;0.0723,0.739,-8.114
42 19 1;0.0553,0.812,-7.889
39 21 1;0.0255,0.857,-4.296
21 47 1;0.0255,1.000,-5.864
28 4 1;0.1447,0.576,-7.788
20 1;0.1277,0.492,-3.479
37 1;0.1106,0.788,-14.742
24 1;0.2213,0.515,-8.276
0 0;0.5277,0.873,-54.379
20 59 1;0.0383,0.692,-3.878
76 59 1;0.0340,0.889,-6.068
40 0;0.1234,0.829,-5.675
42 1;0.0766,0.692,-7.225
72 1;0.0468,0.846,-7.381
76 53 1;0.0553,0.722,-5.944
63 1;0.0340,0.889,-6.068
20 53 1;0.0723,0.586,-4.211
76 1;0.0851,0.606,-5.416
45 0;0.2043,0.800,-7.696
20 34 1;0.1106,0.531,-4.289
17 1;0.0596,0.609,-4.006
15 0;0.4000,0.718,-8.093
60 0;0.1915,0.738,-4.093
56 15 2 0;0.1191,0.933,-10.140
44 20 53 34 1;0.0468,0.786,-6.231
56 2 0;0.1574,0.860,-8.897
54 0;0.1064,0.833,-5.093
15 0;0.4000,0.718,-8.093
15 2 0;0.3617,0.739,-8.972
45 0;0.2043,0.800,-7.696
19 41 0;0.0766,0.900,-5.495
12 1;0.0936,0.595,-5.567
28 53 34 19 1;0.0426,0.909,-7.915
12 34 1;0.0851,0.645,-6.554
19 42 1;0.0553,0.812,-7.889
63 1;0.0340,0.889,-6.068
44 53 1;0.1064,0.521,-3.830
42 1;0.0766,0.692,-7.225
20 34 1;0.1106,0.531,-4.289
20 53 1;0.0723,0.586,-4.211
2 41 0;0.0936,0.880,-5.964
28 1;0.1532,0.554,-7.133
44 20 53 1;0.0511,0.750,-6.054
28 53 34 1;0.0851,0.667,-7.205
44 20 34 1;0.0723,0.630,-5.244
1 1;0.3064,0.791,-57.129
64 0;0.1447,0.944,-13.211
2 26 0;0.2213,0.812,-9.274
2 35 70 0;0.1532,0.818,-6.526
2 60 0;0.1872,0.746,-4.349
6 70 0;0.0766,0.818,-3.462
76 70 1;0.0723,0.654,-5.847
26 0;0.2383,0.800,-9.171
35 70 0;0.1617,0.792,-5.650
17 1;0.0596,0.609,-4.006
24 1;0.2213,0.515,-8.276
70 60 0;0.1574,0.787,-5.313
